ID,Table,Column,Tags,ValueControl,Title,Description,UsedFor,Decimal,EnumValue,EnumList,VariableList,DateValue,Photo,URL,File,LastEditBy,LastEditOn,Name_en,Name_hi,Name_mr,ActionIcon
OPT_3f445726,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_e2100df1,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_753cc149,Variable,,"Option , None , ID Connected to Variable",Enum,Government,,Option item for None,,Government,,,,,,,DevNoMi,08/10/2026 08:57:11,Government,सरकार,सरकार,
OPT_ec68dccf,Variable,,"Option , None , ID Connected to Variable",Enum,Sarkari talav,,Option item for None,,Sarkari talav,,,,,,,DevNoMi,08/10/2026 08:57:11,Sarkari talav,सरकारी तलाव,सरकारी तलाव,
OPT_c6be1a65,Variable,,"Option , None , ID Connected to Variable",Enum,Dadak singh,,Option item for None,,Dadak singh,,,,,,,DevNoMi,08/10/2026 08:57:11,Dadak singh,दादक सिंग,दादक सिंग,
OPT_ffea17a9,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak Sinchan Yojana,,Option item for None,,Dhadak Sinchan Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak Sinchan Yojana,धडक सिंचन योजना,धडक सिंचन योजना,
OPT_12d5ca2b,Variable,,"Option , None , ID Connected to Variable",Enum,Government ki nahar nikli hai,,Option item for None,,Government ki nahar nikli hai,,,,,,,DevNoMi,08/10/2026 08:57:11,Government ki nahar nikli hai,Government ki nahar nikli hai,Government ki nahar nikli hai,
OPT_a0ac1776,Variable,,"Option , None , ID Connected to Variable",Enum,Hai par nahi leta hun,,Option item for None,,Hai par nahi leta hun,,,,,,,DevNoMi,08/10/2026 08:57:11,Hai par nahi leta hun,आहे पण घेत नाही.,आहे पण घेत नाही.,
OPT_361f9831,Variable,,"Option , None , ID Connected to Variable",Enum,Jawaharlal Neharu Yojana,,Option item for None,,Jawaharlal Neharu Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Jawaharlal Neharu Yojana,जवाहरलाल नेहरू योजना,जवाहरलाल नेहरू योजना,
OPT_76072eb1,Variable,,"Option , None , ID Connected to Variable",Enum,Government talab,,Option item for None,,Government talab,,,,,,,DevNoMi,08/10/2026 08:57:11,Government talab,सरकारी तलाब,सरकारी तलाब,
OPT_3fc49aa5,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_a7d22905,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_147d0847,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_f515beac,Variable,,"Option , None , ID Connected to Variable",Enum,Tata,,Option item for None,,Tata,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata,टाटा,टाटा,
OPT_NDI,Variable,,"Option , None , ID Connected to Variable",Enum,Ndi,,Option item for None,,Ndi,,,,,,,DevNoMi,08/10/2026 08:57:11,Ndi,एनडीआय,एनडीआय,
OPT_68c2651c,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_adb15d01,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_b95133c9,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_3abf2906,Variable,,"Option , None , ID Connected to Variable",Enum,Tata trast,,Option item for None,,Tata trast,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata trast,टाटा ट्रॅस्ट,टाटा ट्रॅस्ट,
OPT_d3f9593b,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_42946364,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_26db358a,Variable,,"Option , None , ID Connected to Variable",Enum,Kirana shop,,Option item for None,,Kirana shop,,,,,,,DevNoMi,08/10/2026 08:57:11,Kirana shop,किराणा दुकान,किराणा दुकान,
OPT_dfb41a2a,Variable,,"Option , None , ID Connected to Variable",Enum,Bavdi,,Option item for None,,Bavdi,,,,,,,DevNoMi,08/10/2026 08:57:11,Bavdi,बावडी,बावडी,
OPT_eaac2f0c,Variable,,"Option , None , ID Connected to Variable",Enum,Bavdi,,Option item for None,,Bavdi,,,,,,,DevNoMi,08/10/2026 08:57:11,Bavdi,बावडी,बावडी,
OPT_54ff1b64,Variable,,"Option , None , ID Connected to Variable",Enum,Bavdi,,Option item for None,,Bavdi,,,,,,,DevNoMi,08/10/2026 08:57:11,Bavdi,बावडी,बावडी,
OPT_Bavdi,Variable,,"Option , None , ID Connected to Variable",Enum,Bavdi,,Option item for None,,Bavdi,,,,,,,DevNoMi,08/10/2026 08:57:11,Bavdi,बावडी,बावडी,
OPT_496579c5,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_f98359d7,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak Morcha,,Option item for None,,Dhadak Morcha,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak Morcha,धडक मोर्चा,धडक मोर्चा,
OPT_d6f999fb,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak Sinchan Yojana,,Option item for None,,Dhadak Sinchan Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak Sinchan Yojana,धडक सिंचन योजना,धडक सिंचन योजना,
OPT_50c11449,Variable,,"Option , None , ID Connected to Variable",Enum,Sonapur,,Option item for None,,Sonapur,,,,,,,DevNoMi,08/10/2026 08:57:11,Sonapur,सोनापूर,सोनापूर,
OPT_f6497334,Variable,,"Option , None , ID Connected to Variable",Enum,Aashta,,Option item for None,,Aashta,,,,,,,DevNoMi,08/10/2026 08:57:11,Aashta,आष्टा,आष्टा,
OPT_f9a55d0f,Variable,,"Option , None , ID Connected to Variable",Enum,Sonapur,,Option item for None,,Sonapur,,,,,,,DevNoMi,08/10/2026 08:57:11,Sonapur,सोनापूर,सोनापूर,
OPT_63883514,Variable,,"Option , None , ID Connected to Variable",Enum,Adivasi Prakalpa Yojana,,Option item for None,,Adivasi Prakalpa Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Adivasi Prakalpa Yojana,आदिवासी प्रकल्प योजना,आदिवासी प्रकल्प योजना,
OPT_38528636,Variable,,"Option , None , ID Connected to Variable",Enum,Adivasi Prakalpa Yojana,,Option item for None,,Adivasi Prakalpa Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Adivasi Prakalpa Yojana,आदिवासी प्रकल्प योजना,आदिवासी प्रकल्प योजना,
OPT_fbc71286,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_29771c86,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_cfbac8d1,Variable,,"Option , None , ID Connected to Variable",Enum,Jawaharlal Nehru Yojana,,Option item for None,,Jawaharlal Nehru Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Jawaharlal Nehru Yojana,जवाहरलाल नेहरू योजना,जवाहरलाल नेहरू योजना,
OPT_34d55310,Variable,,"Option , None , ID Connected to Variable",Enum,Jawaharlal Nehru Yojana,,Option item for None,,Jawaharlal Nehru Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Jawaharlal Nehru Yojana,जवाहरलाल नेहरू योजना,जवाहरलाल नेहरू योजना,
Q_A_01_00,Survey,Respondent,"QuestionPrompt , Survey , Respondent",Enum,Name of the respondent,Questionnaire code: A.1,DisplayName & Options for Survey.Respondent,,Name of the respondent,,,,,,,DevNoMi,08/10/2026 08:57:11,Name of the respondent,प्रतिवादी का नाम,प्रतिवादीचे नाव,
Q_A_02_00,Survey,Village,"QuestionPrompt , Survey , Village",VariableList,Village,Questionnaire code: A.2,DisplayName & Options for Survey.Village,,Village,"Bhimani , Sellur , Chak Futana , Chak Ballarpur , Ashtai , Ambedhanora , Ghanoti no. 1 , Bhadurni , Belghata , Katapeth , Khalwaspeth , Bhagwanpur , Chak Ghasari , Bondala Khurd , Chak Bembal , 50c11449","Bhimani , Sellur , Chak Futana , Chak Ballarpur , Ashtai , Ambedhanora , Ghanoti no. 1 , Bhadurni , Belghata , Katapeth , Khalwaspeth , Bhagwanpur , Chak Ghasari , Bondala Khurd , Chak Bembal , 50c11449",,,,,DevNoMi,08/10/2026 08:57:11,Village,गाँव,गाव,
Q_A_03_00,Survey,GramPanchyat,"QuestionPrompt , Survey , GramPanchyat",VariableList,Gram Panchayat,Questionnaire code: A.3,DisplayName & Options for Survey.GramPanchyat,,Gram Panchayat,"GP_Bhimani , GP_Welwa Mal , GP_Chak Futana , GP_Chak Ballarpur , GP_Ashtai , GP_Chak Ambedhanora , GP_Ghanoti Tukum , GP_Bhadurni , GP_Belghata , GP_Tolewahi , GP_Khalwaspeth , GP_Bhagwanpur , GP_Pipri Dixit , GP_Bondala Khurd","GP_Bhimani , GP_Welwa Mal , GP_Chak Futana , GP_Chak Ballarpur , GP_Ashtai , GP_Chak Ambedhanora , GP_Ghanoti Tukum , GP_Bhadurni , GP_Belghata , GP_Tolewahi , GP_Khalwaspeth , GP_Bhagwanpur , GP_Pipri Dixit , GP_Bondala Khurd",,,,,DevNoMi,08/10/2026 08:57:11,Gram Panchayat,ग्राम पंचायत,ग्रामपंचायत,
Q_A_04_00,Survey,Taluka,"QuestionPrompt , Survey , Taluka",VariableList,Taluka,Questionnaire code: A.4,DisplayName & Options for Survey.Taluka,,Taluka,"Mul , Pombhurna","Mul , Pombhurna",,,,,DevNoMi,08/10/2026 08:57:11,Taluka,तालुका,तालुका,
Q_A_05_00,Survey,Phone,"QuestionPrompt , Survey , Phone",Enum,Phone number,Questionnaire code: A.5,DisplayName & Options for Survey.Phone,,Phone number,,,,,,,DevNoMi,08/10/2026 08:57:11,Phone number,फ़ोन नंबर,फोन नंबर,
Q_A_06_00,Survey,Age,"QuestionPrompt , Survey , Age",Enum,Age,Questionnaire code: A.6,DisplayName & Options for Survey.Age,,Age,,,,,,,DevNoMi,08/10/2026 08:57:11,Age,आयु,वय,
Q_A_07_00,Survey,Gender,"QuestionPrompt , Survey , Gender",VariableList,Gender,Questionnaire code: A.7,DisplayName & Options for Survey.Gender,,Gender,"Male , Female","Male , Female",,,,,DevNoMi,08/10/2026 08:57:11,Gender,लिंग,लिंग,
Q_A_08_10,Survey,Education,"QuestionPrompt , Survey , Education",VariableList,Education level,Questionnaire code: A.8,DisplayName & Options for Survey.Education,,Education level,"Illiterate , 5thPass , 8thPass , 10thPass , 12thPass , Graduate","Illiterate , 5thPass , 8thPass , 10thPass , 12thPass , Graduate",,,,,DevNoMi,08/10/2026 08:57:11,Education level,शिक्षा का स्तर,शिक्षणाची पातळी,
Q_A_08_00,Survey,Category,"QuestionPrompt , Survey , Category",VariableList,Category,Questionnaire code: A.8,DisplayName & Options for Survey.Category,,Category,"OBC , SC , ST , NT , General","OBC , SC , ST , NT , General",,,,,DevNoMi,08/10/2026 08:57:11,Category,वर्ग,श्रेणी,
Q_A_09_00,Survey,Family,"QuestionPrompt , Survey , Family",Enum,Family members,Questionnaire code: A.9,DisplayName & Options for Survey.Family,,Family members,,,,,,,DevNoMi,08/10/2026 08:57:11,Family members,परिवार के सदस्य,कुटुंबातील सदस्य,
Q_A_09_10,Survey,Adults,"QuestionPrompt , Survey , Adults",Enum,Adults (18+),Questionnaire code: A.9,DisplayName & Options for Survey.Adults,,Adults (18+),,,,,,,DevNoMi,08/10/2026 08:57:11,Adults (18+),वयस्क (18+),प्रौढ (१८+),
Q_A_09_20,Survey,Children,"QuestionPrompt , Survey , Children",Enum,Children ( <18),Questionnaire code: A.9,DisplayName & Options for Survey.Children,,Children ( <18),,,,,,,DevNoMi,08/10/2026 08:57:11,Children ( <18),बच्चे (<18),मुले ( <18),
Q_A_10_00,Livelihoods,Livelihoods,"QuestionPrompt , Livelihoods , Livelihoods",VariableList,Livelihoods practiced by the family:,Questionnaire code: A.10,DisplayName & Options for Livelihoods.Livelihoods,,Livelihoods practiced by the family:,"Farming , AnimalRearing , Poultry , NTFP , SelfEmployed , Trade , AgriEquip , AgriLabour , Labour , Salaried , Other","Farming , AnimalRearing , Poultry , NTFP , SelfEmployed , Trade , AgriEquip , AgriLabour , Labour , Salaried , Other",,,,,DevNoMi,08/10/2026 08:57:11,Livelihoods practiced by the family:,परिवार द्वारा अपनाई जाने वाली आजीविकाएँ:,कुटुंबाद्वारे केल्या जाणाऱ्या उपजीविकेच्या पद्धती:,
Q_A_10_01,Livelihoods,Livelihoods v,"QuestionPrompt , Livelihoods , Livelihoods v",Enum,Livelihoods,Questionnaire code: None,DisplayName & Options for Livelihoods.Livelihoods v,,Livelihoods,,,,,,,DevNoMi,08/10/2026 08:57:11,Livelihoods,आजीविका,उपजीविका,
Q_A_10_02,Livelihoods,AnnualIncome,"QuestionPrompt , Livelihoods , AnnualIncome",Enum,Annual Income,Questionnaire code: None,DisplayName & Options for Livelihoods.AnnualIncome,,Annual Income,,,,,,,DevNoMi,08/10/2026 08:57:11,Annual Income,वार्षिक आय,वार्षिक उत्पन्न,
Q_B_00_00,Farm,FarmCount,"QuestionPrompt , Farm , FarmCount",Enum,How many farms do you have?,Questionnaire code: B.1,DisplayName & Options for Farm.FarmCount,,How many farms do you have?,,,,,,,DevNoMi,08/10/2026 08:57:11,How many farms do you have?,आपके पास कितने खेत हैं?,तुमच्याकडे किती शेतं आहेत?,
Q_B_00_10,Farm,LandHolding,"QuestionPrompt , Farm , LandHolding",Enum,Total size of landholding you own/have patta,Questionnaire code: C.1,DisplayName & Options for Farm.LandHolding,,Total size of landholding you own/have patta,,,,,,,DevNoMi,08/10/2026 08:57:11,Total size of landholding you own/have patta,आपके स्वामित्व वाली/पट्टे में दर्ज भूमि का कुल आकार,तुमच्या मालकीच्या/पट्टा असलेल्या जमिनीच्या तुकड्याचे एकूण क्षेत्रफळ,
Q_B_01_00,Farm,FarmLocation,"QuestionPrompt , Farm , FarmLocation",VariableList,Where is your farm located?,Questionnaire code: B.1,DisplayName & Options for Farm.FarmLocation,,Where is your farm located?,"NearForest , NearRiver , NearPond , NearNala , Surrounded","NearForest , NearRiver , NearPond , NearNala , Surrounded",,,,,DevNoMi,08/10/2026 08:57:11,Where is your farm located?,आपका खेत कहाँ स्थित है?,तुमचे शेत कोठे आहे?,
Q_B_02_00,Farm,SoilQuality,"QuestionPrompt , Farm , SoilQuality",VariableList,How is the soil quality on your farm?,Questionnaire code: B.2,DisplayName & Options for Farm.SoilQuality,,How is the soil quality on your farm?,"PoorFertility , AverageFertility , HighlyFertile","PoorFertility , AverageFertility , HighlyFertile",,,,,DevNoMi,08/10/2026 08:57:11,How is the soil quality on your farm?,आपके खेत की मिट्टी की गुणवत्ता कैसी है?,तुमच्या शेतातील जमिनीचा दर्जा कसा आहे?,
Q_B_03_00,Farm,WaterQuality,"QuestionPrompt , Farm , WaterQuality",Enum,How is the quality of water in your irrigation source?,Questionnaire code: B.4,DisplayName & Options for Farm.WaterQuality,,How is the quality of water in your irrigation source?,,,,,,,DevNoMi,08/10/2026 08:57:11,How is the quality of water in your irrigation source?,आपके सिंचाई स्रोत में पानी की गुणवत्ता कैसी है?,तुमच्या सिंचनाच्या स्रोतातील पाण्याची गुणवत्ता कशी आहे?,
Q_B_04_00,Farm,Farm_Irrigation,"QuestionPrompt , Farm , Farm_Irrigation",Enum,How is the water available for irrigation on your farm?,Questionnaire code: B.3,DisplayName & Options for Farm.Farm_Irrigation,,How is the water available for irrigation on your farm?,,,,,,,DevNoMi,08/10/2026 08:57:11,How is the water available for irrigation on your farm?,आपके खेत में सिंचाई के लिए पानी कैसे उपलब्ध है?,तुमच्या शेतावर सिंचनासाठी पाणी कसे उपलब्ध आहे?,
Q_Farm_Info_Farmdetails,Farm_Info,Farmdetails,"QuestionPrompt , Farm_Info , Farmdetails",Enum,Farm details,Questionnaire code: None,DisplayName & Options for Farm_Info.Farmdetails,,Farm details,,,,,,,DevNoMi,08/10/2026 08:57:11,Farm details,फार्म का विवरण,शेतीचा तपशील,
Q_Farm_Info_Landholding,Farm_Info,Landholding,"QuestionPrompt , Farm_Info , Landholding",Enum,Size of landholding you own/have patta (in acres),Questionnaire code: None,DisplayName & Options for Farm_Info.Landholding,,Size of landholding you own/have patta (in acres),,,,,,,DevNoMi,08/10/2026 08:57:11,Size of landholding you own/have patta (in acres),आपके स्वामित्व वाली/पट्टे पर मौजूद भूमि का आकार (एकड़ में),तुमच्या मालकीच्या/पट्टा असलेल्या जमिनीचे क्षेत्रफळ (एकरमध्ये),
Q_Farm_Info_FarmLocation,Farm_Info,FarmLocation,"QuestionPrompt , Farm_Info , FarmLocation",VariableList,Farm Location,Questionnaire code: None,DisplayName & Options for Farm_Info.FarmLocation,,Farm Location,"NearForest , NearRiver , NearPond , NearNala , Surrounded","NearForest , NearRiver , NearPond , NearNala , Surrounded",,,,,DevNoMi,08/10/2026 08:57:11,Farm Location,फार्म का स्थान,शेताचे स्थान,
Q_Farm_Info_SourceIrrigation,Farm_Info,SourceIrrigation,"QuestionPrompt , Farm_Info , SourceIrrigation",VariableList,Source of irrigation of farm,Questionnaire code: None,DisplayName & Options for Farm_Info.SourceIrrigation,,Source of irrigation of farm,"Rainfed , Wells , Borewells , Nala , River , Canal , FarmPond , Pond","Rainfed , Wells , Borewells , Nala , River , Canal , FarmPond , Pond",,,,,DevNoMi,08/10/2026 08:57:11,Source of irrigation of farm,खेत की सिंचाई का स्रोत,शेताच्या सिंचनाचा स्रोत,
Q_Farm_Info_SoilQuality,Farm_Info,SoilQuality,"QuestionPrompt , Farm_Info , SoilQuality",VariableList,Soil quality on your farm?,Questionnaire code: None,DisplayName & Options for Farm_Info.SoilQuality,,Soil quality on your farm?,"PoorFertility , AverageFertility , HighlyFertile","PoorFertility , AverageFertility , HighlyFertile",,,,,DevNoMi,08/10/2026 08:57:11,Soil quality on your farm?,आपके खेत की मिट्टी की गुणवत्ता कैसी है?,तुमच्या शेतातील जमिनीचा दर्जा कसा आहे?,
Q_Farm_Info_FarmSeason,Farm_Info,FarmSeason,"QuestionPrompt , Farm_Info , FarmSeason",VariableList,When you farm?,Questionnaire code: None,DisplayName & Options for Farm_Info.FarmSeason,,When you farm?,"Jun-Oct , Oct-Mar , Apr-June","Jun-Oct , Oct-Mar , Apr-June",,,,,DevNoMi,08/10/2026 08:57:11,When you farm?,आप खेती कब करते हैं?,तुम्ही शेती कधी करता?,
Q_Irrigation_Structures_Farm_Structures,Irrigation_Structures,Farm_Structures,"QuestionPrompt , Irrigation_Structures , Farm_Structures",Enum,Efforts for existing irrigation structures,Questionnaire code: None,DisplayName & Options for Irrigation_Structures.Farm_Structures,,Efforts for existing irrigation structures,,,,,,,DevNoMi,08/10/2026 08:57:11,Efforts for existing irrigation structures,मौजूदा सिंचाई संरचनाओं के लिए प्रयास,विद्यमान सिंचन संरचनांसाठी प्रयत्न,
Q_Irrigation_Structures_IrrigationInfrastructure,Irrigation_Structures,IrrigationInfrastructure,"QuestionPrompt , Irrigation_Structures , IrrigationInfrastructure",VariableList,Irrigation infrastructure,Questionnaire code: None,DisplayName & Options for Irrigation_Structures.IrrigationInfrastructure,,Irrigation infrastructure,"Wells , Borewells , FarmPond","Wells , Borewells , FarmPond",,,,,DevNoMi,08/10/2026 08:57:11,Irrigation infrastructure,सिंचाई अवसंरचना,सिंचन पायाभूत सुविधा,
Q_Irrigation_Structures_FarmStructureValue,Irrigation_Structures,FarmStructureValue,"QuestionPrompt , Irrigation_Structures , FarmStructureValue",Enum,How many structures do you have?,Questionnaire code: None,DisplayName & Options for Irrigation_Structures.FarmStructureValue,,How many structures do you have?,,,,,,,DevNoMi,08/10/2026 08:57:11,How many structures do you have?,आपके पास कितनी संरचनाएं हैं?,तुमच्याकडे किती रचना आहेत?,
Q_Irrigation_Structures_FarmOperational,Irrigation_Structures,FarmOperational,"QuestionPrompt , Irrigation_Structures , FarmOperational",Enum,How many structures are operational?,Questionnaire code: None,DisplayName & Options for Irrigation_Structures.FarmOperational,,How many structures are operational?,,,,,,,DevNoMi,08/10/2026 08:57:11,How many structures are operational?,कितने ढांचे कार्यरत हैं?,किती संरचना कार्यरत आहेत?,
Q_Irrigation_Structures_OperationalInfrastructure,Irrigation_Structures,OperationalInfrastructure,"QuestionPrompt , Irrigation_Structures , OperationalInfrastructure",Enum,What is the depth of operational infrastructure? (in feet),Questionnaire code: None,DisplayName & Options for Irrigation_Structures.OperationalInfrastructure,,What is the depth of operational infrastructure? (in feet),,,,,,,DevNoMi,08/10/2026 08:57:11,What is the depth of operational infrastructure? (in feet),परिचालन संबंधी बुनियादी ढांचे की गहराई कितनी है? (फीट में),कार्यरत पायाभूत सुविधांची खोली किती आहे? (फूटमध्ये),
Q_Irrigation_Structures_FarmStructureIrrigability,Irrigation_Structures,FarmStructureIrrigability,"QuestionPrompt , Irrigation_Structures , FarmStructureIrrigability",Enum,How much area are you able to irrigate? (in acres),Questionnaire code: None,DisplayName & Options for Irrigation_Structures.FarmStructureIrrigability,,How much area are you able to irrigate? (in acres),,,,,,,DevNoMi,08/10/2026 08:57:11,How much area are you able to irrigate? (in acres),आप कितने एकड़ क्षेत्र की सिंचाई कर सकते हैं? (एकड़ में),तुम्ही किती क्षेत्राला सिंचन करू शकता? (एकरमध्ये),
Q_Irrigation_Structures_Month,Irrigation_Structures,Month,"QuestionPrompt , Irrigation_Structures , Month",VariableList,Specify months when water is available,Questionnaire code: None,DisplayName & Options for Irrigation_Structures.Month,,Specify months when water is available,"Jan , Feb , Mar , Apr , May , Jun , Jul , Aug , Sep , Oct , Nov , Dec","Jan , Feb , Mar , Apr , May , Jun , Jul , Aug , Sep , Oct , Nov , Dec",,,,,DevNoMi,08/10/2026 08:57:11,Specify months when water is available,उन महीनों का उल्लेख करें जब पानी उपलब्ध होता है।,ज्या महिन्यांत पाणी उपलब्ध असते ते महिने नमूद करा.,
Q_Irrigation_Structures_FarmCost,Irrigation_Structures,FarmCost,"QuestionPrompt , Irrigation_Structures , FarmCost",Enum,How much cost you have incurred?,Questionnaire code: None,DisplayName & Options for Irrigation_Structures.FarmCost,,How much cost you have incurred?,,,,,,,DevNoMi,08/10/2026 08:57:11,How much cost you have incurred?,आपको कितना खर्च करना पड़ा?,तुम्हाला किती खर्च आला आहे?,
Q_B_04_01,Farm_Irrigation,Months,"QuestionPrompt , Farm_Irrigation , Months",VariableList,Months,Questionnaire code: B.3.0,DisplayName & Options for Farm_Irrigation.Months,,Months,"Jun-Oct , Oct-Mar , Apr-June","Jun-Oct , Oct-Mar , Apr-June",,,,,DevNoMi,08/10/2026 08:57:11,Months,महीने,महिने,
Q_B_04_02,Farm_Irrigation,Source,"QuestionPrompt , Farm_Irrigation , Source",VariableList,Source of irrigation for crop,Questionnaire code: B.3.1,DisplayName & Options for Farm_Irrigation.Source,,Source of irrigation for crop,"Wells , Borewells , Pond , Nala , River , Canal , FarmPond , PaidBorewell , PaidTanker , Rainfed , None","Wells , Borewells , Pond , Nala , River , Canal , FarmPond , PaidBorewell , PaidTanker , Rainfed , None",,,,,DevNoMi,08/10/2026 08:57:11,Source of irrigation for crop,फसल के लिए सिंचाई का स्रोत,पिकासाठी सिंचनाचा स्रोत,
Q_B_04_03,Farm_Irrigation,Availability,"QuestionPrompt , Farm_Irrigation , Availability",Enum,Water availability (in months),Questionnaire code: B.3.2,DisplayName & Options for Farm_Irrigation.Availability,,Water availability (in months),,,,,,,DevNoMi,08/10/2026 08:57:11,Water availability (in months),जल की उपलब्धता (महीनों में),पाण्याची उपलब्धता (महिन्यांमध्ये),
Q_B_04_04,Farm_Irrigation,Quality,"QuestionPrompt , Farm_Irrigation , Quality",VariableList,Water quality,Questionnaire code: B.3.3,DisplayName & Options for Farm_Irrigation.Quality,,Water quality,"Clean and sweet , Salty , Muddy , Muddy and salty","Clean and sweet , Salty , Muddy , Muddy and salty",,,,,DevNoMi,08/10/2026 08:57:11,Water quality,जल गुणवत्ता,पाण्याची गुणवत्ता,
Q_B_04_05,Farm_Irrigation,AreaIrrigated,"QuestionPrompt , Farm_Irrigation , AreaIrrigated",Enum,Area irrigated,Questionnaire code: B.3.4,DisplayName & Options for Farm_Irrigation.AreaIrrigated,,Area irrigated,,,,,,,DevNoMi,08/10/2026 08:57:11,Area irrigated,सिंचित क्षेत्र,सिंचन क्षेत्र,
Q_B_04_06,Farm_Irrigation,IrrigationFrequency,"QuestionPrompt , Farm_Irrigation , IrrigationFrequency",VariableList,Frequency of irrigation,Questionnaire code: B.3.5,DisplayName & Options for Farm_Irrigation.IrrigationFrequency,,Frequency of irrigation,"AsNeeded , 75Required , 50Required , 25Required","AsNeeded , 75Required , 50Required , 25Required",,,,,DevNoMi,08/10/2026 08:57:11,Frequency of irrigation,सिंचाई की आवृत्ति,सिंचनाची वारंवारता,
Q_B_04_07,Farm_Irrigation,WaterSave,"QuestionPrompt , Farm_Irrigation , WaterSave",VariableList,Water saving technology used,Questionnaire code: B.3.6,DisplayName & Options for Farm_Irrigation.WaterSave,,Water saving technology used,"MicroIrrigation , OnlyDrip , DripMulchin , Sprinkler , AlternateFurrow , None","MicroIrrigation , OnlyDrip , DripMulchin , Sprinkler , AlternateFurrow , None",,,,,DevNoMi,08/10/2026 08:57:11,Water saving technology used,जल बचत तकनीक का उपयोग किया गया,पाणी बचत तंत्रज्ञान वापरले जाते,
Q_B_04_17,Farm_Irrigation,AreaIrrigatedWithTech,"QuestionPrompt , Farm_Irrigation , AreaIrrigatedWithTech",Enum,Area Irrigated with Water Saving Technology,Questionnaire code: None,DisplayName & Options for Farm_Irrigation.AreaIrrigatedWithTech,,Area Irrigated with Water Saving Technology,,,,,,,DevNoMi,08/10/2026 08:57:11,Area Irrigated with Water Saving Technology,जल बचत तकनीक से सिंचित क्षेत्र,पाणी बचत तंत्रज्ञानाने सिंचन केलेले क्षेत्र,
